order_id,item_id,product_id,quantity,list_price,discount,region
608,2,7,2,3999.99,0.1,CA
608,3,24,1,549.99,0.1,CA
799,1,5,2,1320.99,0.1,CA
799,2,34,2,469.99,0.05,CA
799,3,29,2,999.99,0.07,CA
799,4,63,1,3499.99,0.1,CA
799,5,58,2,4999.99,0.07,CA
646,1,15,2,529.99,0.2,CA
646,2,4,1,2899.99,0.07,CA
646,3,95,1,299.99,0.05,CA
646,4,12,1,549.99,0.2,CA
1554,1,166,1,749.99,0.05,CA
1554,2,285,1,279.99,0.2,CA
987,1,51,2,6499.99,0.1,CA
987,2,60,2,1559.99,0.2,CA
987,3,80,1,761.99,0.07,CA
566,1,24,2,549.99,0.07,CA
566,2,7,2,3999.99,0.2,CA
566,3,8,1,1799.99,0.1,CA
566,4,21,2,269.99,0.2,CA
1098,1,88,1,189.99,0.1,CA
904,1,36,2,832.99,0.1,CA
904,2,51,2,6499.99,0.07,CA
904,3,92,2,209.99,0.2,CA
904,4,13,1,269.99,0.2,CA
189,1,16,2,599.99,0.2,CA
697,1,5,2,1320.99,0.05,CA
662,1,55,2,2699.99,0.1,CA
662,2,95,2,299.99,0.2,CA
662,3,102,2,489.99,0.07,CA
662,4,22,1,269.99,0.07,CA
662,5,106,2,449.99,0.07,CA
1089,1,70,2,659.99,0.07,CA
1089,2,30,2,999.99,0.05,CA
132,1,2,2,749.99,0.05,CA
132,2,20,1,599.99,0.05,CA
132,3,9,1,2999.99,0.1,CA
1564,1,309,1,899.99,0.07,CA
1564,2,14,1,269.99,0.1,CA
1247,1,15,2,529.99,0.1,CA
1247,2,28,2,2499.99,0.1,CA
1247,3,26,1,599.99,0.05,CA
1268,1,68,2,449.99,0.07,CA
1268,2,87,2,189.99,0.07,CA
1268,3,59,2,2599.99,0.2,CA
1268,4,100,1,489.99,0.07,CA
949,1,9,2,2999.99,0.1,CA
949,2,55,2,2699.99,0.05,CA
60,1,14,2,269.99,0.05,CA
60,2,4,1,2899.99,0.1,CA
60,3,15,1,529.99,0.07,CA
60,4,22,1,269.99,0.2,CA
1500,1,41,2,1469.99,0.07,CA
1500,2,293,1,319.99,0.07,CA
18,1,2,2,749.99,0.2,CA
18,2,22,1,269.99,0.05,CA
18,3,7,1,3999.99,0.1,CA
18,4,25,2,499.99,0.05,CA
18,5,9,2,2999.99,0.1,CA
1085,1,66,2,250.99,0.2,CA
1085,2,64,1,489.99,0.1,CA
1085,3,74,1,439.99,0.1,CA
1354,1,166,2,749.99,0.07,CA
1026,1,7,2,3999.99,0.07,CA
1151,1,30,2,999.99,0.05,CA
1378,1,96,2,349.99,0.07,CA
1378,2,142,2,3199.99,0.07,CA
1378,3,2,2,749.99,0.2,CA
1378,4,110,1,470.99,0.07,CA
1378,5,129,2,919.99,0.2,CA
124,1,16,1,599.99,0.05,CA
124,2,4,1,2899.99,0.07,CA
124,3,7,2,3999.99,0.05,CA
1567,1,279,1,319.99,0.2,CA
1229,1,36,2,832.99,0.07,CA
1229,2,61,2,4999.99,0.1,CA
1029,1,20,1,599.99,0.2,CA
1029,2,55,1,2699.99,0.1,CA
1029,3,40,1,4999.99,0.2,CA
1029,4,68,2,449.99,0.1,CA
257,1,8,2,1799.99,0.07,CA
257,2,13,2,269.99,0.2,CA
257,3,10,2,1549,0.1,CA
257,4,15,1,529.99,0.1,CA
655,1,67,1,250.99,0.1,CA
1301,1,45,2,869.99,0.2,CA
1301,2,105,2,533.99,0.1,CA
1301,3,8,1,1799.99,0.2,CA
1579,1,49,1,3499.99,0.05,CA
1579,2,214,1,899.99,0.1,CA
1579,3,286,1,279.99,0.07,CA
1579,4,65,2,346.99,0.1,CA
554,1,3,2,999.99,0.07,CA
554,2,22,1,269.99,0.05,CA
554,3,4,2,2899.99,0.2,CA
657,1,52,1,875.99,0.05,CA
657,2,54,2,3199.99,0.05,CA
412,1,7,1,3999.99,0.1,CA
412,2,24,1,549.99,0.07,CA
412,3,17,1,429,0.1,CA
708,1,6,1,469.99,0.07,CA
708,2,47,1,5299.99,0.1,CA
708,3,34,2,469.99,0.2,CA
350,1,6,2,469.99,0.05,CA
350,2,20,1,599.99,0.07,CA
350,3,3,1,999.99,0.07,CA
1497,1,141,2,1599.99,0.2,CA
1497,2,198,2,2999.99,0.1,CA
1497,3,204,2,3599.99,0.07,CA
162,1,18,1,449,0.07,CA
162,2,21,2,269.99,0.07,CA
162,3,3,2,999.99,0.1,CA
232,1,18,1,449,0.07,CA
232,2,11,2,1680.99,0.05,CA
232,3,26,2,599.99,0.07,CA
232,4,8,2,1799.99,0.1,CA
649,1,97,2,349.99,0.1,CA
649,2,90,1,209.99,0.07,CA
649,3,11,2,1680.99,0.1,CA
649,4,78,1,647.99,0.05,CA
527,1,18,2,449,0.07,CA
527,2,4,1,2899.99,0.2,CA
527,3,19,1,449,0.1,CA
527,4,9,2,2999.99,0.2,CA
221,1,11,2,1680.99,0.07,CA
320,1,2,1,749.99,0.1,CA
815,1,105,2,533.99,0.2,CA
815,2,102,2,489.99,0.2,CA
815,3,87,2,189.99,0.1,CA
815,4,23,1,299.99,0.07,CA
693,1,104,2,481.99,0.2,CA
693,2,13,1,269.99,0.2,CA
693,3,5,2,1320.99,0.05,CA
693,4,31,1,1632.99,0.07,CA
1040,1,97,1,349.99,0.1,CA
1040,2,28,2,2499.99,0.2,CA
1040,3,64,1,489.99,0.07,CA
1040,4,27,2,999.99,0.07,CA
1040,5,8,2,1799.99,0.05,CA
1143,1,99,1,299.99,0.2,CA
1143,2,48,1,1499.99,0.2,CA
1143,3,69,2,416.99,0.1,CA
568,1,5,1,1320.99,0.05,CA
568,2,10,1,1549,0.05,CA
181,1,10,1,1549,0.05,CA
181,2,11,1,1680.99,0.1,CA
181,3,15,2,529.99,0.2,CA
181,4,24,2,549.99,0.05,CA
687,1,48,2,1499.99,0.05,CA
687,2,95,1,299.99,0.07,CA
687,3,5,2,1320.99,0.2,CA
687,4,83,1,149.99,0.07,CA
1374,1,181,2,2199.99,0.05,CA
1374,2,130,2,919.99,0.07,CA
1504,1,276,1,319.99,0.07,CA
171,1,8,1,1799.99,0.05,CA
193,1,12,2,549.99,0.1,CA
427,1,12,2,549.99,0.07,CA
427,2,15,2,529.99,0.1,CA
427,3,26,2,599.99,0.07,CA
1423,1,249,1,749.99,0.2,CA
1423,2,71,1,416.99,0.1,CA
1423,3,302,1,449.99,0.2,CA
1423,4,113,2,489.99,0.2,CA
19,1,10,1,1549,0.07,CA
19,2,9,2,2999.99,0.2,CA
1294,1,95,2,299.99,0.05,CA
1294,2,44,1,539.99,0.05,CA
1093,1,45,2,869.99,0.07,CA
1093,2,17,2,429,0.1,CA
1093,3,90,2,209.99,0.1,CA
4,1,2,2,749.99,0.1,CA
1518,1,304,2,679.99,0.1,CA
1518,2,182,2,2499.99,0.05,CA
1518,3,252,2,2999.99,0.05,CA
168,1,6,1,469.99,0.1,CA
168,2,11,2,1680.99,0.07,CA
168,3,12,2,549.99,0.07,CA
168,4,22,2,269.99,0.2,CA
1141,1,8,1,1799.99,0.1,CA
1548,1,32,1,469.99,0.1,CA
1548,2,202,1,3499.99,0.07,CA
1548,3,62,2,3499.99,0.2,CA
142,1,16,2,599.99,0.1,CA
142,2,11,2,1680.99,0.1,CA
142,3,19,1,449,0.07,CA
995,1,16,2,599.99,0.1,CA
995,2,90,1,209.99,0.2,CA
995,3,101,1,339.99,0.1,CA
1287,1,27,2,999.99,0.2,CA
1287,2,62,2,3499.99,0.1,CA
1287,3,103,1,551.99,0.1,CA
1287,4,100,2,489.99,0.05,CA
636,1,85,2,329.99,0.2,CA
310,1,7,2,3999.99,0.07,CA
310,2,14,2,269.99,0.1,CA
310,3,5,2,1320.99,0.2,CA
310,4,8,1,1799.99,0.2,CA
424,1,22,1,269.99,0.1,CA
424,2,6,1,469.99,0.05,CA
1545,1,45,1,869.99,0.1,CA
1514,1,240,2,899.99,0.1,CA
1514,2,203,2,4999.99,0.05,CA
747,1,110,1,470.99,0.07,CA
747,2,86,1,149.99,0.2,CA
747,3,33,2,469.99,0.1,CA
747,4,81,1,1099.99,0.07,CA
1585,1,313,1,449.99,0.1,CA
1585,2,106,2,449.99,0.1,CA
1585,3,207,2,3999.99,0.07,CA
1585,4,95,1,299.99,0.1,CA
1585,5,191,1,2799.99,0.1,CA
224,1,6,1,469.99,0.07,CA
224,2,11,2,1680.99,0.1,CA
224,3,10,2,1549,0.2,CA
224,4,25,1,499.99,0.05,CA
20,1,9,1,2999.99,0.07,CA
20,2,10,2,1549,0.07,CA
1531,1,128,1,1899,0.1,CA
926,1,37,2,379.99,0.2,CA
22,1,15,2,529.99,0.2,CA
22,2,22,1,269.99,0.05,CA
507,1,11,2,1680.99,0.05,CA
507,2,13,2,269.99,0.07,CA
507,3,20,2,599.99,0.1,CA
1160,1,41,1,1469.99,0.1,CA
1160,2,9,1,2999.99,0.2,CA
77,1,20,1,599.99,0.07,CA
77,2,24,2,549.99,0.1,CA
77,3,26,1,599.99,0.2,CA
77,4,25,1,499.99,0.2,CA
783,1,92,1,209.99,0.2,CA
783,2,22,2,269.99,0.05,CA
783,3,94,1,249.99,0.05,CA
783,4,29,1,999.99,0.1,CA
1473,1,84,2,109.99,0.2,CA
1473,2,102,1,489.99,0.07,CA
150,1,7,1,3999.99,0.1,CA
150,2,3,1,999.99,0.2,CA
150,3,17,1,429,0.07,CA
150,4,25,2,499.99,0.07,CA
1194,1,71,1,416.99,0.05,CA
1194,2,7,2,3999.99,0.07,CA
1194,3,105,2,533.99,0.1,CA
1194,4,84,1,109.99,0.05,CA
1568,1,146,1,4999.99,0.2,CA
1568,2,105,1,533.99,0.07,CA
1568,3,301,1,899.99,0.1,CA
878,1,103,1,551.99,0.2,CA
878,2,13,1,269.99,0.1,CA
878,3,6,2,469.99,0.2,CA
878,4,18,2,449,0.05,CA
1575,1,44,1,539.99,0.07,CA
1575,2,207,2,3999.99,0.1,CA
1575,3,213,1,269.99,0.07,CA
1575,4,126,2,469.99,0.05,CA
1575,5,92,2,209.99,0.2,CA
1574,1,127,1,469.99,0.1,CA
738,1,82,2,659.99,0.07,CA
738,2,38,2,549.99,0.2,CA
738,3,25,1,499.99,0.1,CA
738,4,63,1,3499.99,0.07,CA
706,1,27,1,999.99,0.1,CA
706,2,23,2,299.99,0.05,CA
706,3,60,1,1559.99,0.2,CA
1565,1,37,1,379.99,0.07,CA
1565,2,92,1,209.99,0.1,CA
1565,3,261,1,899.99,0.1,CA
1565,4,95,1,299.99,0.07,CA
1565,5,226,2,679.99,0.2,CA
9,1,7,2,3999.99,0.1,CA
398,1,8,2,1799.99,0.05,CA
398,2,18,2,449,0.05,CA
398,3,25,1,499.99,0.2,CA
398,4,17,1,429,0.05,CA
338,1,6,2,469.99,0.07,CA
338,2,10,1,1549,0.07,CA
338,3,22,1,269.99,0.1,CA
338,4,11,2,1680.99,0.07,CA
338,5,9,1,2999.99,0.05,CA
754,1,74,2,439.99,0.07,CA
754,2,12,2,549.99,0.07,CA
754,3,3,1,999.99,0.05,CA
754,4,67,2,250.99,0.05,CA
754,5,7,1,3999.99,0.2,CA
596,1,5,1,1320.99,0.05,CA
596,2,23,2,299.99,0.1,CA
596,3,9,1,2999.99,0.05,CA
1232,1,4,2,2899.99,0.07,CA
1232,2,110,2,470.99,0.05,CA
1232,3,6,2,469.99,0.2,CA
824,1,92,2,209.99,0.1,CA
991,1,9,2,2999.99,0.2,CA
991,2,79,1,402.99,0.2,CA
991,3,34,1,469.99,0.2,CA
581,1,8,2,1799.99,0.07,CA
1075,1,48,2,1499.99,0.1,CA
1075,2,111,2,470.99,0.05,CA
1142,1,20,2,599.99,0.07,CA
1142,2,30,1,999.99,0.1,CA
1142,3,109,2,416.99,0.05,CA
1142,4,108,2,449.99,0.2,CA
1142,5,100,2,489.99,0.05,CA
403,1,12,2,549.99,0.1,CA
403,2,7,2,3999.99,0.2,CA
403,3,22,2,269.99,0.05,CA
403,4,24,1,549.99,0.2,CA
468,1,19,1,449,0.1,CA
468,2,9,2,2999.99,0.05,CA
468,3,10,2,1549,0.05,CA
468,4,25,1,499.99,0.1,CA
1248,1,94,2,249.99,0.05,CA
1248,2,33,2,469.99,0.1,CA
1248,3,92,1,209.99,0.1,CA
1248,4,12,1,549.99,0.05,CA
1321,1,34,1,469.99,0.1,CA
1321,2,107,1,416.99,0.1,CA
1321,3,11,2,1680.99,0.1,CA
1490,1,99,1,299.99,0.1,CA
1490,2,254,1,749.99,0.1,CA
1490,3,218,1,319.99,0.05,CA
1530,1,213,2,269.99,0.1,CA
1530,2,116,1,749.99,0.1,CA
1252,1,79,1,402.99,0.2,CA
1252,2,84,1,109.99,0.2,CA
1252,3,57,2,1999.99,0.05,CA
1031,1,27,2,999.99,0.2,CA
1031,2,108,2,449.99,0.2,CA
165,1,4,2,2899.99,0.05,CA
165,2,23,1,299.99,0.2,CA
165,3,2,1,749.99,0.05,CA
118,1,18,1,449,0.07,CA
118,2,4,1,2899.99,0.07,CA
118,3,6,1,469.99,0.07,CA
118,4,3,2,999.99,0.1,CA
118,5,23,2,299.99,0.07,CA
1289,1,89,1,209.99,0.05,CA
1289,2,3,1,999.99,0.1,CA
1404,1,112,2,379.99,0.05,CA
1404,2,220,1,269.99,0.1,CA
1404,3,193,2,2799.99,0.2,CA
441,1,12,1,549.99,0.07,CA
441,2,15,1,529.99,0.1,CA
1498,1,172,1,3199.99,0.05,CA
1498,2,260,2,799.99,0.07,CA
679,1,15,2,529.99,0.2,CA
679,2,83,2,149.99,0.05,CA
285,1,16,2,599.99,0.05,CA
285,2,12,1,549.99,0.05,CA
285,3,2,1,749.99,0.1,CA
483,1,17,1,429,0.07,CA
1138,1,13,2,269.99,0.05,CA
1138,2,105,2,533.99,0.05,CA
1138,3,93,1,209.99,0.1,CA
457,1,24,2,549.99,0.07,CA
457,2,2,1,749.99,0.05,CA
457,3,7,2,3999.99,0.1,CA
457,4,17,1,429,0.2,CA
341,1,23,2,299.99,0.05,CA
540,1,19,1,449,0.1,CA
540,2,26,2,599.99,0.1,CA
540,3,23,2,299.99,0.07,CA
268,1,7,1,3999.99,0.05,CA
268,2,6,2,469.99,0.2,CA
268,3,9,1,2999.99,0.1,CA
1090,1,74,1,439.99,0.2,CA
702,1,25,2,499.99,0.05,CA
702,2,104,1,481.99,0.1,CA
702,3,3,2,999.99,0.07,CA
518,1,16,2,599.99,0.2,CA
518,2,5,2,1320.99,0.05,CA
518,3,25,2,499.99,0.05,CA
518,4,15,2,529.99,0.2,CA
518,5,11,2,1680.99,0.07,CA
785,1,59,2,2599.99,0.2,CA
785,2,40,1,4999.99,0.07,CA
785,3,25,1,499.99,0.07,CA
867,1,101,1,339.99,0.05,CA
1517,1,303,2,2599.99,0.07,CA
1517,2,226,2,679.99,0.05,CA
1411,1,9,1,2999.99,0.1,CA
1411,2,308,2,749.99,0.2,CA
1584,1,45,2,869.99,0.1,CA
1584,2,216,2,899.99,0.1,CA
1584,3,43,1,5299.99,0.2,CA
1584,4,187,1,2799.99,0.1,CA
1584,5,147,2,1799.99,0.07,CA
628,1,15,2,529.99,0.1,CA
146,1,3,2,999.99,0.2,CA
146,2,12,1,549.99,0.1,CA
146,3,20,2,599.99,0.1,CA
146,4,6,2,469.99,0.05,CA
146,5,2,1,749.99,0.07,CA
940,1,75,2,599.99,0.2,CA
1358,1,257,2,899.99,0.2,CA
631,1,24,2,549.99,0.07,CA
631,2,15,2,529.99,0.07,CA
351,1,4,2,2899.99,0.05,CA
351,2,24,2,549.99,0.1,CA
351,3,20,1,599.99,0.2,CA
351,4,22,2,269.99,0.07,CA
927,1,74,2,439.99,0.1,CA
927,2,16,2,599.99,0.2,CA
927,3,50,1,5999.99,0.1,CA
927,4,3,1,999.99,0.1,CA
927,5,43,1,5299.99,0.07,CA
907,1,84,2,109.99,0.07,CA
907,2,65,1,346.99,0.07,CA
1499,1,110,1,470.99,0.05,CA
1499,2,208,1,1799.99,0.07,CA
1499,3,268,2,159.99,0.05,CA
1499,4,2,1,749.99,0.05,CA
1499,5,171,2,3199.99,0.1,CA
1376,1,5,1,1320.99,0.07,CA
91,1,11,1,1680.99,0.1,CA
91,2,25,1,499.99,0.05,CA
91,3,15,2,529.99,0.07,CA
91,4,13,2,269.99,0.07,CA
1296,1,25,2,499.99,0.05,CA
1296,2,90,1,209.99,0.1,CA
1296,3,16,1,599.99,0.05,CA
1296,4,2,2,749.99,0.1,CA
1587,1,104,1,481.99,0.1,CA
1587,2,63,2,3499.99,0.05,CA
1587,3,78,2,647.99,0.05,CA
1587,4,300,2,799.99,0.07,CA
1002,1,100,1,489.99,0.05,CA
1002,2,83,1,149.99,0.1,CA
1002,3,8,2,1799.99,0.1,CA
1002,4,79,1,402.99,0.2,CA
1316,1,76,2,299.99,0.1,CA
1316,2,90,1,209.99,0.1,CA
650,1,3,1,999.99,0.2,CA
580,1,16,2,599.99,0.2,CA
580,2,15,1,529.99,0.07,CA
580,3,21,2,269.99,0.2,CA
580,4,9,2,2999.99,0.07,CA
580,5,19,1,449,0.2,CA
765,1,28,2,2499.99,0.2,CA
765,2,12,1,549.99,0.07,CA
765,3,25,1,499.99,0.2,CA
765,4,53,1,749.99,0.2,CA
765,5,65,1,346.99,0.05,CA
918,1,91,1,349.99,0.2,CA
918,2,31,1,1632.99,0.1,CA
918,3,4,2,2899.99,0.07,CA
1131,1,60,2,1559.99,0.07,CA
1131,2,103,2,551.99,0.05,CA
868,1,46,1,1409.99,0.07,CA
537,1,10,1,1549,0.05,CA
537,2,26,1,599.99,0.05,CA
537,3,17,2,429,0.1,CA
537,4,25,2,499.99,0.2,CA
394,1,23,1,299.99,0.05,CA
394,2,16,1,599.99,0.2,CA
394,3,14,2,269.99,0.2,CA
493,1,15,1,529.99,0.05,CA
493,2,18,2,449,0.05,CA
493,3,26,1,599.99,0.05,CA
72,1,17,2,429,0.07,CA
72,2,12,1,549.99,0.05,CA
72,3,13,2,269.99,0.1,CA
417,1,26,2,599.99,0.07,CA
417,2,6,2,469.99,0.07,CA
1557,1,163,2,1349,0.07,CA
177,1,20,2,599.99,0.1,CA
1573,1,9,1,2999.99,0.05,CA
1573,2,129,1,919.99,0.07,CA
1573,3,15,2,529.99,0.1,CA
1573,4,216,2,899.99,0.07,CA
