order_id,item_id,product_id,quantity,list_price,discount,region
805,5,6,2,469.99,0.05,NY
416,1,22,1,269.99,0.07,NY
416,2,14,1,269.99,0.07,NY
416,3,24,1,549.99,0.1,NY
999,1,70,2,659.99,0.07,NY
999,2,106,1,449.99,0.05,NY
143,1,6,1,469.99,0.2,NY
1069,1,109,1,416.99,0.07,NY
1069,2,93,1,209.99,0.1,NY
855,1,18,1,449,0.1,NY
855,2,93,2,209.99,0.2,NY
855,3,89,1,209.99,0.2,NY
1048,1,3,2,999.99,0.1,NY
1048,2,37,1,379.99,0.1,NY
1048,3,94,1,249.99,0.05,NY
331,1,17,2,429,0.1,NY
530,1,2,2,749.99,0.05,NY
530,2,4,1,2899.99,0.07,NY
530,3,6,2,469.99,0.2,NY
920,1,76,1,299.99,0.05,NY
920,2,39,2,1499.99,0.07,NY
920,3,78,1,647.99,0.05,NY
920,4,80,2,761.99,0.07,NY
396,1,12,1,549.99,0.1,NY
396,2,25,2,499.99,0.05,NY
396,3,5,1,1320.99,0.2,NY
1003,1,34,2,469.99,0.05,NY
1003,2,51,2,6499.99,0.05,NY
1115,1,97,2,349.99,0.2,NY
1115,2,50,2,5999.99,0.07,NY
1115,3,91,2,349.99,0.07,NY
1115,4,49,2,3499.99,0.1,NY
589,1,15,2,529.99,0.05,NY
1178,1,46,1,1409.99,0.07,NY
1178,2,77,1,799.99,0.2,NY
1178,3,108,1,449.99,0.05,NY
1178,4,13,2,269.99,0.05,NY
255,1,5,2,1320.99,0.1,NY
255,2,14,1,269.99,0.2,NY
255,3,2,2,749.99,0.2,NY
255,4,21,1,269.99,0.07,NY
1569,1,252,1,2999.99,0.1,NY
665,1,58,1,4999.99,0.07,NY
665,2,42,2,2299.99,0.2,NY
665,3,25,2,499.99,0.05,NY
1134,1,97,1,349.99,0.1,NY
1134,2,36,1,832.99,0.1,NY
1021,1,49,2,3499.99,0.07,NY
1021,2,23,2,299.99,0.07,NY
833,1,20,2,599.99,0.05,NY
660,1,30,1,999.99,0.2,NY
660,2,59,2,2599.99,0.07,NY
660,3,47,2,5299.99,0.05,NY
660,4,29,2,999.99,0.2,NY
260,1,23,2,299.99,0.2,NY
260,2,10,1,1549,0.2,NY
260,3,24,2,549.99,0.2,NY
789,1,100,2,489.99,0.2,NY
789,2,93,2,209.99,0.07,NY
612,1,13,1,269.99,0.1,NY
612,2,14,1,269.99,0.1,NY
612,3,17,1,429,0.07,NY
612,4,20,1,599.99,0.2,NY
923,1,74,2,439.99,0.05,NY
923,2,6,1,469.99,0.1,NY
994,1,37,2,379.99,0.1,NY
994,2,45,1,869.99,0.2,NY
994,3,66,1,250.99,0.07,NY
1015,1,6,2,469.99,0.1,NY
1015,2,73,2,749.99,0.2,NY
1015,3,101,2,339.99,0.1,NY
1015,4,13,1,269.99,0.2,NY
584,1,19,1,449,0.07,NY
584,2,23,1,299.99,0.07,NY
584,3,15,1,529.99,0.1,NY
584,4,22,1,269.99,0.05,NY
584,5,8,2,1799.99,0.07,NY
121,1,5,1,1320.99,0.2,NY
121,2,14,2,269.99,0.1,NY
121,3,4,2,2899.99,0.1,NY
121,4,24,2,549.99,0.07,NY
121,5,2,2,749.99,0.05,NY
139,1,19,2,449,0.07,NY
139,2,3,1,999.99,0.07,NY
695,1,82,2,659.99,0.1,NY
695,2,57,2,1999.99,0.2,NY
550,1,4,1,2899.99,0.05,NY
938,1,4,1,2899.99,0.05,NY
938,2,13,1,269.99,0.05,NY
406,1,4,1,2899.99,0.2,NY
140,1,15,1,529.99,0.2,NY
140,2,21,1,269.99,0.2,NY
140,3,12,2,549.99,0.2,NY
140,4,3,1,999.99,0.05,NY
1014,1,97,1,349.99,0.2,NY
1014,2,45,2,869.99,0.05,NY
1014,3,81,2,1099.99,0.1,NY
1014,4,59,1,2599.99,0.05,NY
1039,1,18,2,449,0.2,NY
977,1,52,2,875.99,0.1,NY
977,2,69,2,416.99,0.05,NY
977,3,27,1,999.99,0.05,NY
977,4,80,2,761.99,0.05,NY
332,1,18,2,449,0.05,NY
883,1,44,1,539.99,0.05,NY
883,2,5,2,1320.99,0.05,NY
666,1,98,2,489.99,0.2,NY
666,2,39,1,1499.99,0.05,NY
25,1,23,2,299.99,0.2,NY
25,2,10,2,1549,0.2,NY
25,3,22,1,269.99,0.2,NY
25,4,14,1,269.99,0.2,NY
25,5,21,1,269.99,0.1,NY
838,1,28,1,2499.99,0.1,NY
838,2,10,1,1549,0.1,NY
838,3,100,2,489.99,0.05,NY
838,4,65,2,346.99,0.07,NY
367,1,26,2,599.99,0.1,NY
367,2,14,1,269.99,0.05,NY
367,3,10,2,1549,0.05,NY
890,1,16,2,599.99,0.1,NY
890,2,105,2,533.99,0.1,NY
890,3,52,1,875.99,0.05,NY
890,4,67,1,250.99,0.1,NY
890,5,65,2,346.99,0.1,NY
358,1,21,2,269.99,0.1,NY
358,2,6,2,469.99,0.07,NY
358,3,8,2,1799.99,0.05,NY
358,4,18,2,449,0.1,NY
1594,1,79,2,402.99,0.1,NY
1594,2,105,1,533.99,0.1,NY
826,1,45,2,869.99,0.2,NY
826,2,36,1,832.99,0.1,NY
760,1,21,2,269.99,0.07,NY
760,2,29,2,999.99,0.07,NY
1291,1,57,1,1999.99,0.1,NY
1291,2,58,2,4999.99,0.05,NY
443,1,5,1,1320.99,0.05,NY
443,2,26,1,599.99,0.2,NY
44,1,7,1,3999.99,0.1,NY
44,2,16,1,599.99,0.05,NY
229,1,25,2,499.99,0.2,NY
229,2,5,2,1320.99,0.1,NY
229,3,8,1,1799.99,0.2,NY
597,1,17,2,429,0.2,NY
597,2,8,1,1799.99,0.07,NY
1461,1,48,1,1499.99,0.2,NY
1461,2,242,2,699.99,0.2,NY
983,1,63,1,3499.99,0.1,NY
983,2,20,2,599.99,0.2,NY
983,3,68,1,449.99,0.07,NY
983,4,81,2,1099.99,0.07,NY
983,5,88,1,189.99,0.05,NY
790,1,62,2,3499.99,0.07,NY
790,2,91,1,349.99,0.1,NY
1201,1,95,1,299.99,0.07,NY
1201,2,13,1,269.99,0.05,NY
1201,3,26,1,599.99,0.2,NY
1201,4,17,2,429,0.05,NY
1201,5,19,2,449,0.2,NY
1242,1,94,1,249.99,0.05,NY
1242,2,27,1,999.99,0.07,NY
1242,3,10,1,1549,0.07,NY
1242,4,70,1,659.99,0.2,NY
130,1,26,1,599.99,0.05,NY
130,2,5,2,1320.99,0.07,NY
195,1,18,1,449,0.2,NY
195,2,14,1,269.99,0.05,NY
195,3,5,2,1320.99,0.2,NY
195,4,4,2,2899.99,0.2,NY
195,5,21,2,269.99,0.1,NY
967,1,66,1,250.99,0.2,NY
967,2,77,2,799.99,0.05,NY
967,3,87,1,189.99,0.1,NY
967,4,103,1,551.99,0.2,NY
353,1,2,2,749.99,0.2,NY
15,1,12,2,549.99,0.07,NY
15,2,8,1,1799.99,0.07,NY
15,3,18,2,449,0.05,NY
15,4,23,2,299.99,0.2,NY
992,1,45,1,869.99,0.07,NY
992,2,102,1,489.99,0.1,NY
992,3,20,1,599.99,0.2,NY
992,4,101,2,339.99,0.2,NY
992,5,7,1,3999.99,0.05,NY
639,1,15,1,529.99,0.07,NY
639,2,73,1,749.99,0.05,NY
639,3,72,1,619.99,0.05,NY
639,4,61,2,4999.99,0.1,NY
1330,1,232,1,479.99,0.2,NY
1330,2,243,2,679.99,0.05,NY
1330,3,230,2,429.99,0.2,NY
1330,4,102,2,489.99,0.05,NY
1330,5,282,1,279.99,0.1,NY
1314,1,52,1,875.99,0.07,NY
1314,2,72,2,619.99,0.05,NY
1314,3,94,1,249.99,0.1,NY
425,1,6,1,469.99,0.1,NY
425,2,21,2,269.99,0.07,NY
425,3,19,1,449,0.05,NY
1278,1,103,2,551.99,0.1,NY
1278,2,32,1,469.99,0.1,NY
1543,1,108,2,449.99,0.1,NY
1543,2,93,1,209.99,0.2,NY
1543,3,158,2,959.99,0.07,NY
1543,4,97,2,349.99,0.05,NY
1543,5,136,1,1799.99,0.2,NY
152,1,6,2,469.99,0.2,NY
152,2,22,2,269.99,0.2,NY
152,3,16,2,599.99,0.07,NY
307,1,15,2,529.99,0.05,NY
726,1,64,1,489.99,0.2,NY
431,1,14,2,269.99,0.2,NY
431,2,6,1,469.99,0.1,NY
431,3,18,1,449,0.2,NY
431,4,13,2,269.99,0.07,NY
431,5,19,1,449,0.07,NY
1239,1,15,2,529.99,0.2,NY
1239,2,91,1,349.99,0.1,NY
1239,3,34,2,469.99,0.1,NY
1239,4,36,1,832.99,0.05,NY
809,1,78,1,647.99,0.1,NY
809,2,26,1,599.99,0.2,NY
809,3,92,2,209.99,0.1,NY
1127,1,23,2,299.99,0.1,NY
1127,2,96,2,349.99,0.07,NY
1127,3,37,1,379.99,0.2,NY
1034,1,101,1,339.99,0.1,NY
1034,2,8,2,1799.99,0.1,NY
1034,3,11,2,1680.99,0.07,NY
1034,4,21,1,269.99,0.05,NY
827,1,43,1,5299.99,0.05,NY
827,2,41,1,1469.99,0.2,NY
827,3,28,1,2499.99,0.2,NY
827,4,108,1,449.99,0.2,NY
1444,1,90,1,209.99,0.1,NY
1444,2,128,2,1899,0.2,NY
174,1,22,2,269.99,0.2,NY
174,2,19,2,449,0.1,NY
1392,1,87,2,189.99,0.2,NY
1392,2,240,2,899.99,0.05,NY
1481,1,53,2,749.99,0.07,NY
1481,2,130,1,919.99,0.1,NY
543,1,25,1,499.99,0.2,NY
543,2,18,1,449,0.2,NY
543,3,26,2,599.99,0.05,NY
1391,1,223,2,529.99,0.07,NY
1391,2,295,2,319.99,0.2,NY
1391,3,277,1,369.99,0.2,NY
1390,1,41,2,1469.99,0.05,NY
1390,2,27,2,999.99,0.05,NY
1390,3,306,1,899.99,0.1,NY
1390,4,104,1,481.99,0.05,NY
1390,5,147,2,1799.99,0.1,NY
1558,1,46,2,1409.99,0.07,NY
1558,2,123,1,999.99,0.07,NY
1558,3,4,1,2899.99,0.05,NY
1558,4,55,1,2699.99,0.2,NY
1558,5,253,1,2599.99,0.07,NY
65,1,12,1,549.99,0.1,NY
1249,1,62,1,3499.99,0.05,NY
1249,2,104,1,481.99,0.05,NY
1249,3,61,1,4999.99,0.2,NY
585,1,10,1,1549,0.2,NY
585,2,18,2,449,0.2,NY
585,3,15,1,529.99,0.05,NY
585,4,12,2,549.99,0.07,NY
1254,1,80,1,761.99,0.2,NY
1254,2,91,1,349.99,0.2,NY
413,1,8,2,1799.99,0.05,NY
413,2,25,1,499.99,0.1,NY
413,3,9,1,2999.99,0.07,NY
903,1,31,2,1632.99,0.07,NY
903,2,48,2,1499.99,0.05,NY
335,1,6,1,469.99,0.1,NY
335,2,2,2,749.99,0.1,NY
335,3,21,1,269.99,0.07,NY
145,1,11,1,1680.99,0.2,NY
145,2,9,2,2999.99,0.1,NY
1118,1,55,2,2699.99,0.2,NY
1118,2,50,1,5999.99,0.07,NY
1118,3,29,1,999.99,0.05,NY
1118,4,47,2,5299.99,0.2,NY
1203,1,6,2,469.99,0.07,NY
1203,2,55,1,2699.99,0.05,NY
231,1,8,2,1799.99,0.07,NY
231,2,14,2,269.99,0.2,NY
231,3,5,2,1320.99,0.2,NY
134,1,19,2,449,0.1,NY
134,2,2,2,749.99,0.07,NY
134,3,18,2,449,0.07,NY
1198,1,105,1,533.99,0.05,NY
807,1,21,2,269.99,0.2,NY
807,2,6,1,469.99,0.07,NY
807,3,3,2,999.99,0.07,NY
807,4,9,2,2999.99,0.2,NY
807,5,16,1,599.99,0.2,NY
1121,1,11,2,1680.99,0.1,NY
1121,2,110,2,470.99,0.05,NY
656,1,83,1,149.99,0.1,NY
656,2,22,1,269.99,0.07,NY
656,3,33,2,469.99,0.05,NY
962,1,65,2,346.99,0.07,NY
962,2,64,2,489.99,0.07,NY
767,1,63,1,3499.99,0.1,NY
767,2,29,1,999.99,0.07,NY
767,3,41,2,1469.99,0.05,NY
767,4,77,2,799.99,0.05,NY
895,1,106,1,449.99,0.07,NY
905,1,67,1,250.99,0.1,NY
905,2,62,2,3499.99,0.05,NY
905,3,42,2,2299.99,0.2,NY
905,4,20,1,599.99,0.2,NY
1000,1,65,2,346.99,0.05,NY
1000,2,111,1,470.99,0.1,NY
1000,3,19,2,449,0.07,NY
1000,4,29,2,999.99,0.05,NY
236,1,3,2,999.99,0.07,NY
236,2,2,2,749.99,0.1,NY
236,3,4,2,2899.99,0.1,NY
1054,1,36,2,832.99,0.1,NY
1054,2,16,1,599.99,0.05,NY
45,1,4,2,2899.99,0.2,NY
45,2,22,1,269.99,0.07,NY
45,3,21,2,269.99,0.05,NY
404,1,9,1,2999.99,0.07,NY
404,2,25,2,499.99,0.05,NY
404,3,16,2,599.99,0.2,NY
956,1,76,2,299.99,0.1,NY
956,2,23,1,299.99,0.2,NY
956,3,73,2,749.99,0.1,NY
956,4,13,2,269.99,0.2,NY
956,5,79,2,402.99,0.1,NY
242,1,3,1,999.99,0.2,NY
1113,1,106,1,449.99,0.07,NY
590,1,2,2,749.99,0.1,NY
590,2,20,1,599.99,0.07,NY
590,3,8,2,1799.99,0.05,NY
590,4,5,2,1320.99,0.1,NY
590,5,24,1,549.99,0.1,NY
836,1,108,2,449.99,0.2,NY
179,1,13,2,269.99,0.05,NY
179,2,26,1,599.99,0.1,NY
179,3,18,1,449,0.2,NY
179,4,12,2,549.99,0.2,NY
179,5,20,2,599.99,0.1,NY
834,1,54,1,3199.99,0.07,NY
834,2,21,1,269.99,0.05,NY
834,3,78,1,647.99,0.2,NY
1184,1,16,2,599.99,0.05,NY
1184,2,71,1,416.99,0.05,NY
1371,1,223,2,529.99,0.07,NY
1371,2,8,2,1799.99,0.2,NY
112,1,23,2,299.99,0.2,NY
112,2,25,2,499.99,0.07,NY
112,3,24,2,549.99,0.05,NY
112,4,5,1,1320.99,0.2,NY
1414,1,162,2,2999.99,0.1,NY
1414,2,292,2,369.99,0.05,NY
780,1,32,1,469.99,0.1,NY
442,1,16,2,599.99,0.07,NY
442,2,26,2,599.99,0.2,NY
442,3,6,2,469.99,0.2,NY
1173,1,95,1,299.99,0.2,NY
1173,2,17,1,429,0.07,NY
1173,3,68,1,449.99,0.05,NY
1173,4,103,2,551.99,0.2,NY
105,1,11,2,1680.99,0.2,NY
105,2,3,1,999.99,0.05,NY
105,3,9,1,2999.99,0.05,NY
1117,1,37,2,379.99,0.1,NY
1117,2,91,1,349.99,0.2,NY
1117,3,51,2,6499.99,0.1,NY
730,1,59,2,2599.99,0.05,NY
730,2,79,1,402.99,0.1,NY
730,3,96,2,349.99,0.07,NY
730,4,13,1,269.99,0.1,NY
538,1,2,2,749.99,0.2,NY
691,1,23,2,299.99,0.05,NY
691,2,5,2,1320.99,0.1,NY
691,3,55,2,2699.99,0.2,NY
691,4,20,1,599.99,0.2,NY
466,1,19,2,449,0.2,NY
466,2,6,1,469.99,0.2,NY
466,3,7,2,3999.99,0.05,NY
466,4,15,1,529.99,0.1,NY
466,5,5,1,1320.99,0.1,NY
401,1,23,1,299.99,0.2,NY
401,2,10,2,1549,0.2,NY
97,1,20,2,599.99,0.2,NY
97,2,2,1,749.99,0.07,NY
97,3,6,2,469.99,0.2,NY
97,4,19,1,449,0.1,NY
776,1,28,1,2499.99,0.2,NY
776,2,42,2,2299.99,0.2,NY
776,3,71,1,416.99,0.1,NY
776,4,35,1,832.99,0.1,NY
1175,1,58,2,4999.99,0.07,NY
1175,2,65,1,346.99,0.2,NY
1175,3,20,1,599.99,0.05,NY
1175,4,3,1,999.99,0.05,NY
1175,5,9,1,2999.99,0.05,NY
5,1,10,2,1549,0.05,NY
5,2,17,1,429,0.07,NY
5,3,26,1,599.99,0.07,NY
415,1,3,1,999.99,0.07,NY
415,2,23,2,299.99,0.2,NY
415,3,5,1,1320.99,0.2,NY
415,4,6,2,469.99,0.05,NY
1457,1,113,1,489.99,0.07,NY
1457,2,111,1,470.99,0.2,NY
1457,3,268,1,159.99,0.2,NY
1457,4,152,2,2499.99,0.2,NY
42,1,19,1,449,0.05,NY
1266,1,90,1,209.99,0.2,NY
1266,2,48,1,1499.99,0.2,NY
1172,1,78,2,647.99,0.07,NY
1172,2,104,1,481.99,0.2,NY
402,1,6,2,469.99,0.07,NY
402,2,5,1,1320.99,0.07,NY
402,3,26,1,599.99,0.05,NY
893,1,67,2,250.99,0.05,NY
893,2,45,1,869.99,0.07,NY
784,1,22,1,269.99,0.07,NY
784,2,72,2,619.99,0.1,NY
784,3,16,1,599.99,0.2,NY
569,1,16,1,599.99,0.05,NY
569,2,24,2,549.99,0.1,NY
376,1,2,2,749.99,0.07,NY
376,2,23,2,299.99,0.1,NY
797,1,11,1,1680.99,0.07,NY
797,2,69,1,416.99,0.05,NY
797,3,74,1,439.99,0.1,NY
797,4,54,2,3199.99,0.05,NY
797,5,62,2,3499.99,0.1,NY
383,1,19,1,449,0.07,NY
383,2,22,2,269.99,0.05,NY
383,3,13,1,269.99,0.1,NY
383,4,21,2,269.99,0.05,NY
383,5,14,1,269.99,0.1,NY
1552,1,197,1,2299.99,0.1,NY
1552,2,41,2,1469.99,0.05,NY
937,1,108,2,449.99,0.1,NY
937,2,51,2,6499.99,0.07,NY
937,3,58,2,4999.99,0.07,NY
937,4,28,2,2499.99,0.07,NY
937,5,66,1,250.99,0.2,NY
1324,1,66,1,250.99,0.1,NY
1324,2,120,2,2499.99,0.2,NY
1324,3,235,1,899.99,0.1,NY
1324,4,3,1,999.99,0.2,NY
654,1,9,1,2999.99,0.1,NY
654,2,95,1,299.99,0.1,NY
654,3,110,2,470.99,0.07,NY
654,4,97,2,349.99,0.07,NY
59,1,21,1,269.99,0.05,NY
59,2,2,1,749.99,0.1,NY
59,3,17,2,429,0.1,NY
74,1,16,2,599.99,0.05,NY
74,2,6,1,469.99,0.07,NY
1427,1,230,2,429.99,0.07,NY
1427,2,139,1,2999.99,0.05,NY
1427,3,164,2,1549,0.07,NY
223,1,7,2,3999.99,0.05,NY
223,2,5,1,1320.99,0.2,NY
223,3,21,2,269.99,0.1,NY
223,4,20,1,599.99,0.05,NY
223,5,15,1,529.99,0.05,NY
1023,1,91,1,349.99,0.07,NY
1023,2,43,2,5299.99,0.1,NY
135,1,5,2,1320.99,0.05,NY
135,2,18,2,449,0.05,NY
135,3,25,1,499.99,0.2,NY
135,4,2,1,749.99,0.05,NY
661,1,63,2,3499.99,0.07,NY
661,2,22,2,269.99,0.05,NY
607,1,11,2,1680.99,0.2,NY
607,2,26,2,599.99,0.2,NY
607,3,14,1,269.99,0.07,NY
214,1,21,1,269.99,0.1,NY
1196,1,53,1,749.99,0.07,NY
744,1,33,2,469.99,0.2,NY
1393,1,92,1,209.99,0.07,NY
1393,2,82,1,659.99,0.07,NY
1393,3,47,2,5299.99,0.05,NY
1393,4,268,2,159.99,0.05,NY
1188,1,66,2,250.99,0.1,NY
1188,2,91,2,349.99,0.2,NY
1188,3,87,2,189.99,0.1,NY
899,1,59,2,2599.99,0.1,NY
899,2,17,1,429,0.1,NY
899,3,6,1,469.99,0.2,NY
319,1,11,1,1680.99,0.07,NY
319,2,21,1,269.99,0.2,NY
319,3,15,2,529.99,0.1,NY
319,4,23,1,299.99,0.05,NY
233,1,14,1,269.99,0.1,NY
233,2,16,2,599.99,0.1,NY
233,3,12,1,549.99,0.2,NY
233,4,15,2,529.99,0.07,NY
1467,1,18,1,449,0.07,NY
1467,2,115,1,3199.99,0.2,NY
1467,3,278,2,369.99,0.1,NY
445,1,7,1,3999.99,0.2,NY
445,2,16,1,599.99,0.07,NY
445,3,23,1,299.99,0.2,NY
1022,1,33,1,469.99,0.2,NY
1022,2,46,1,1409.99,0.1,NY
1022,3,65,1,346.99,0.07,NY
1022,4,5,1,1320.99,0.07,NY
215,1,19,1,449,0.07,NY
215,2,12,2,549.99,0.1,NY
1195,1,52,1,875.99,0.07,NY
933,1,77,1,799.99,0.07,NY
933,2,21,1,269.99,0.2,NY
933,3,75,2,599.99,0.05,NY
1133,1,4,2,2899.99,0.05,NY
1133,2,17,1,429,0.07,NY
1133,3,90,2,209.99,0.2,NY
1133,4,62,1,3499.99,0.2,NY
343,1,20,2,599.99,0.2,NY
343,2,25,1,499.99,0.05,NY
343,3,5,2,1320.99,0.05,NY
343,4,10,1,1549,0.1,NY
1332,1,296,1,369.99,0.2,NY
1332,2,93,2,209.99,0.05,NY
1332,3,179,2,919.99,0.07,NY
1332,4,298,1,279.99,0.1,NY
169,1,20,2,599.99,0.1,NY
169,2,5,1,1320.99,0.05,NY
169,3,10,1,1549,0.2,NY
169,4,11,1,1680.99,0.2,NY
169,5,14,2,269.99,0.05,NY
452,1,11,1,1680.99,0.05,NY
452,2,16,1,599.99,0.05,NY
452,3,7,2,3999.99,0.1,NY
452,4,8,1,1799.99,0.1,NY
705,1,61,1,4999.99,0.1,NY
461,1,16,1,599.99,0.07,NY
461,2,4,1,2899.99,0.2,NY
461,3,8,2,1799.99,0.05,NY
461,4,24,1,549.99,0.1,NY
461,5,18,2,449,0.1,NY
1212,1,74,1,439.99,0.1,NY
1212,2,37,2,379.99,0.07,NY
1212,3,39,2,1499.99,0.05,NY
1212,4,68,2,449.99,0.07,NY
347,1,23,1,299.99,0.07,NY
1331,1,253,1,2599.99,0.05,NY
1331,2,290,1,369.99,0.05,NY
1331,3,145,2,1799.99,0.1,NY
1331,4,300,1,799.99,0.2,NY
289,1,13,1,269.99,0.07,NY
289,2,24,1,549.99,0.2,NY
289,3,17,1,429,0.2,NY
1061,1,14,1,269.99,0.07,NY
1061,2,19,1,449,0.1,NY
1055,1,43,2,5299.99,0.07,NY
1055,2,101,2,339.99,0.2,NY
1055,3,12,2,549.99,0.1,NY
1055,4,83,2,149.99,0.1,NY
1055,5,60,1,1559.99,0.2,NY
1328,1,241,1,749.99,0.07,NY
1328,2,129,2,919.99,0.1,NY
1328,3,228,1,319.99,0.07,NY
1328,4,311,1,749.99,0.1,NY
1328,5,247,1,599.99,0.1,NY
446,1,22,1,269.99,0.2,NY
446,2,16,2,599.99,0.07,NY
501,1,19,2,449,0.05,NY
501,2,8,1,1799.99,0.07,NY
501,3,14,1,269.99,0.1,NY
501,4,23,2,299.99,0.07,NY
271,1,11,2,1680.99,0.07,NY
271,2,6,2,469.99,0.05,NY
271,3,13,1,269.99,0.1,NY
271,4,7,2,3999.99,0.1,NY
1036,1,55,2,2699.99,0.1,NY
1036,2,76,1,299.99,0.07,NY
