order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
331,642,4,2016-7-24,2016-7-26,2016-7-25,2,6
332,659,4,2016-7-24,2016-7-26,2016-7-26,2,7
333,779,4,2016-7-25,2016-7-27,2016-7-26,2,6
334,1112,4,2016-7-25,2016-7-28,2016-7-27,2,7
335,1193,4,2016-7-25,2016-7-27,2016-7-26,2,6
336,1030,4,2016-7-26,2016-7-29,2016-7-27,2,7
337,1252,4,2016-7-26,2016-7-27,2016-7-28,2,7
338,1333,4,2016-7-28,2016-7-29,2016-7-30,1,3
339,1110,4,2016-7-28,2016-7-31,2016-7-29,2,7
340,963,4,2016-7-29,2016-7-30,2016-7-31,2,7
341,1357,4,2016-7-31,2016-8-3,2016-8-1,1,3
342,806,4,2016-7-31,2016-8-1,2016-8-3,2,7
343,961,4,2016-7-31,2016-8-2,2016-8-1,2,7
344,750,4,2016-8-1,2016-8-3,2016-8-2,2,6
345,1299,4,2016-8-1,2016-8-4,2016-8-3,2,6
346,584,4,2016-8-1,2016-8-3,2016-8-2,3,9
347,1004,4,2016-8-2,2016-8-3,2016-8-5,2,6
348,907,4,2016-8-2,2016-8-5,2016-8-4,3,9
349,30,3,2016-8-3,2016-8-3,NULL,1,3
350,31,3,2016-8-3,2016-8-3,NULL,1,3
351,1307,4,2016-8-3,2016-8-6,2016-8-4,1,2
352,16,4,2016-8-3,2016-8-4,2016-8-6,2,7
353,1387,4,2016-8-3,2016-8-6,2016-8-6,2,7
354,551,4,2016-8-3,2016-8-5,2016-8-6,3,8
355,1011,4,2016-8-3,2016-8-5,2016-8-5,3,8
356,1189,4,2016-8-4,2016-8-7,2016-8-6,2,6
357,14,3,2016-8-5,2016-8-5,NULL,3,8
358,1042,4,2016-8-5,2016-8-7,2016-8-7,2,7
359,441,4,2016-8-7,2016-8-10,2016-8-10,2,7
360,1300,4,2016-8-7,2016-8-9,2016-8-10,2,6
361,994,4,2016-8-8,2016-8-9,2016-8-11,2,6
362,187,4,2016-8-9,2016-8-11,2016-8-11,1,2
363,834,4,2016-8-11,2016-8-12,2016-8-13,3,8
364,373,4,2016-8-12,2016-8-14,2016-8-13,2,6
365,981,4,2016-8-13,2016-8-14,2016-8-15,2,6
366,1054,4,2016-8-13,2016-8-14,2016-8-14,3,9
367,527,4,2016-8-14,2016-8-15,2016-8-15,2,7
368,995,4,2016-8-14,2016-8-15,2016-8-17,2,7
369,1285,4,2016-8-15,2016-8-18,2016-8-18,1,3
370,758,4,2016-8-15,2016-8-18,2016-8-18,2,7
371,891,4,2016-8-15,2016-8-16,2016-8-18,2,7
372,132,4,2016-8-16,2016-8-18,2016-8-18,2,6
373,337,4,2016-8-16,2016-8-19,2016-8-17,2,7
374,1313,4,2016-8-17,2016-8-19,2016-8-18,1,2
375,536,4,2016-8-17,2016-8-20,2016-8-20,2,7
376,825,4,2016-8-17,2016-8-19,2016-8-18,2,6
377,1355,4,2016-8-17,2016-8-19,2016-8-20,2,6
378,475,4,2016-8-17,2016-8-20,2016-8-20,3,9
379,954,4,2016-8-18,2016-8-21,2016-8-21,2,7
380,1156,4,2016-8-19,2016-8-20,2016-8-21,2,7
381,1297,4,2016-8-19,2016-8-21,2016-8-21,2,7
382,199,4,2016-8-20,2016-8-23,2016-8-23,2,6
383,331,4,2016-8-20,2016-8-23,2016-8-22,2,7
384,410,4,2016-8-20,2016-8-22,2016-8-23,2,7
385,1274,4,2016-8-20,2016-8-23,2016-8-22,2,7
386,1362,4,2016-8-20,2016-8-23,2016-8-23,2,6
387,451,4,2016-8-20,2016-8-21,2016-8-21,3,8
388,1080,4,2016-8-21,2016-8-24,2016-8-23,3,8
389,53,4,2016-8-22,2016-8-24,2016-8-25,1,3
390,576,4,2016-8-22,2016-8-24,2016-8-25,3,9
391,61,3,2016-8-23,2016-8-23,NULL,3,9
392,176,4,2016-8-23,2016-8-26,2016-8-24,1,3
393,368,4,2016-8-25,2016-8-26,2016-8-27,2,6
394,522,4,2016-8-26,2016-8-28,2016-8-29,1,3
395,144,4,2016-8-26,2016-8-27,2016-8-29,2,6
396,542,4,2016-8-27,2016-8-30,2016-8-29,2,6
397,1437,4,2016-8-28,2016-8-31,2016-8-29,2,7
398,447,4,2016-8-29,2016-8-30,2016-9-1,1,2
399,1001,4,2016-8-29,2016-9-1,2016-9-1,2,7
400,1295,4,2016-8-29,2016-8-30,2016-8-31,2,6
401,103,4,2016-8-30,2016-9-2,2016-9-1,2,6
402,1335,4,2016-8-30,2016-9-1,2016-8-31,2,6
403,578,4,2016-8-31,2016-9-1,2016-9-2,1,3
404,396,4,2016-8-31,2016-9-3,2016-9-1,2,7
405,603,4,2016-8-31,2016-9-1,2016-9-1,2,6
406,1380,4,2016-8-31,2016-9-2,2016-9-1,2,7
407,77,3,2016-9-1,2016-9-1,NULL,3,8
408,1071,4,2016-9-1,2016-9-2,2016-9-2,1,2
409,416,4,2016-9-1,2016-9-4,2016-9-4,2,7
410,1151,4,2016-9-1,2016-9-3,2016-9-2,2,6
411,261,4,2016-9-2,2016-9-4,2016-9-4,1,3
412,1202,4,2016-9-2,2016-9-4,2016-9-4,1,3
413,717,4,2016-9-2,2016-9-5,2016-9-3,2,6
414,917,4,2016-9-3,2016-9-6,2016-9-6,2,7
415,1265,4,2016-9-3,2016-9-6,2016-9-6,2,7
416,1377,4,2016-9-3,2016-9-4,2016-9-6,2,7
417,359,4,2016-9-4,2016-9-5,2016-9-6,1,3
418,88,4,2016-9-4,2016-9-5,2016-9-5,2,6
419,14,4,2016-9-4,2016-9-7,2016-9-6,3,8
420,72,4,2016-9-5,2016-9-6,2016-9-7,1,3
421,240,4,2016-9-5,2016-9-6,2016-9-8,1,3
422,398,4,2016-9-6,2016-9-7,2016-9-9,2,6
423,1397,4,2016-9-6,2016-9-9,2016-9-9,2,7
424,67,4,2016-9-8,2016-9-11,2016-9-11,1,3
425,843,4,2016-9-8,2016-9-11,2016-9-11,2,6
426,944,4,2016-9-8,2016-9-10,2016-9-10,2,6
427,434,4,2016-9-9,2016-9-10,2016-9-11,1,2
428,1039,4,2016-9-9,2016-9-12,2016-9-10,2,6
429,153,4,2016-9-10,2016-9-12,2016-9-12,3,8
430,272,4,2016-9-11,2016-9-13,2016-9-12,2,6
431,1217,4,2016-9-11,2016-9-12,2016-9-12,2,6
432,169,4,2016-9-12,2016-9-15,2016-9-14,1,2
433,1062,4,2016-9-12,2016-9-15,2016-9-13,2,6
434,726,4,2016-9-13,2016-9-15,2016-9-14,2,6
435,77,4,2016-9-14,2016-9-15,2016-9-16,3,9
436,791,4,2016-9-16,2016-9-19,2016-9-19,2,7
437,1085,4,2016-9-16,2016-9-18,2016-9-18,2,7
438,314,4,2016-9-16,2016-9-19,2016-9-18,3,8
439,149,4,2016-9-17,2016-9-20,2016-9-18,2,6
440,882,4,2016-9-17,2016-9-18,2016-9-19,2,7
441,704,4,2016-9-18,2016-9-19,2016-9-19,1,2
442,667,4,2016-9-18,2016-9-21,2016-9-21,2,7
443,1371,4,2016-9-18,2016-9-19,2016-9-20,2,6
444,30,4,2016-9-19,2016-9-20,2016-9-21,1,2
445,362,4,2016-9-19,2016-9-22,2016-9-22,2,6
