order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
798,619,4,2017-3-26,2017-3-28,2017-3-29,1,3
947,278,4,2017-6-15,2017-6-18,2017-6-17,1,3
1084,2,4,2017-8-21,2017-8-24,2017-8-23,1,2
1180,1065,4,2017-10-13,2017-10-16,2017-10-16,1,3
785,794,4,2017-3-18,2017-3-19,2017-3-20,1,2
868,868,4,2017-5-1,2017-5-4,2017-5-2,1,3
912,519,4,2017-5-27,2017-5-29,2017-5-29,1,2
662,1125,4,2017-1-19,2017-1-20,2017-1-20,1,3
1294,947,4,2017-12-11,2017-12-13,2017-12-14,1,2
1098,752,4,2017-8-28,2017-8-30,2017-8-30,1,2
636,532,4,2017-1-3,2017-1-4,2017-1-5,1,2
649,1153,4,2017-1-10,2017-1-11,2017-1-13,1,3
940,585,4,2017-6-12,2017-6-14,2017-6-13,1,2
1138,254,4,2017-9-21,2017-9-23,2017-9-22,1,2
655,347,4,2017-1-16,2017-1-17,2017-1-18,1,3
928,957,4,2017-6-5,2017-6-6,2017-6-6,1,3
995,621,4,2017-7-11,2017-7-13,2017-7-14,1,2
1072,47,3,2017-8-18,2017-8-18,NULL,1,3
801,78,4,2017-3-28,2017-3-29,2017-3-30,1,2
835,940,4,2017-4-13,2017-4-15,2017-4-14,1,2
1011,495,4,2017-7-18,2017-7-21,2017-7-21,1,3
747,87,4,2017-3-3,2017-3-4,2017-3-5,1,3
728,1138,4,2017-2-20,2017-2-21,2017-2-23,1,3
961,82,4,2017-6-19,2017-6-21,2017-6-22,1,2
1316,846,4,2017-12-26,2017-12-29,2017-12-27,1,3
839,1332,4,2017-4-15,2017-4-18,2017-4-16,1,3
702,1352,4,2017-2-8,2017-2-9,2017-2-11,1,3
1287,279,4,2017-12-7,2017-12-10,2017-12-9,1,3
1167,900,4,2017-10-4,2017-10-7,2017-10-6,1,2
904,1020,4,2017-5-23,2017-5-26,2017-5-24,1,2
926,233,4,2017-6-3,2017-6-5,2017-6-6,1,2
687,530,4,2017-2-2,2017-2-5,2017-2-4,1,3
1312,311,4,2017-12-25,2017-12-28,2017-12-26,1,3
944,138,4,2017-6-14,2017-6-15,2017-6-17,1,3
1029,407,4,2017-7-29,2017-7-30,2017-8-1,1,3
680,245,4,2017-1-29,2017-2-1,2017-1-30,1,3
697,562,4,2017-2-6,2017-2-8,2017-2-9,1,2
692,2,3,2017-2-5,2017-2-5,NULL,1,3
1299,1216,4,2017-12-15,2017-12-18,2017-12-16,1,2
1313,1294,4,2017-12-25,2017-12-27,2017-12-27,1,3
663,344,4,2017-1-20,2017-1-22,2017-1-23,1,3
643,901,4,2017-1-8,2017-1-9,2017-1-11,1,3
657,349,4,2017-1-17,2017-1-19,2017-1-20,1,2
706,1271,4,2017-2-9,2017-2-12,2017-2-10,1,2
1026,1370,4,2017-7-26,2017-7-28,2017-7-29,1,2
1075,1003,4,2017-8-19,2017-8-21,2017-8-22,1,3
1096,589,4,2017-8-27,2017-8-29,2017-8-29,1,2
1218,1017,4,2017-10-30,2017-11-1,2017-10-31,1,2
1142,554,4,2017-9-23,2017-9-26,2017-9-26,1,3
690,1097,4,2017-2-3,2017-2-4,2017-2-6,1,2
815,1251,4,2017-4-3,2017-4-5,2017-4-4,1,3
991,751,4,2017-7-6,2017-7-7,2017-7-9,1,2
771,671,4,2017-3-11,2017-3-14,2017-3-12,1,3
738,124,4,2017-2-28,2017-3-1,2017-3-3,1,2
1089,46,3,2017-8-23,2017-8-23,NULL,1,2
650,729,4,2017-1-11,2017-1-14,2017-1-12,1,2
949,867,4,2017-6-16,2017-6-18,2017-6-17,1,3
1049,194,4,2017-8-9,2017-8-11,2017-8-10,1,2
897,47,4,2017-5-20,2017-5-21,2017-5-21,1,2
1108,735,4,2017-9-3,2017-9-5,2017-9-4,1,3
1296,231,4,2017-12-14,2017-12-17,2017-12-15,1,3
1119,749,4,2017-9-10,2017-9-12,2017-9-13,1,2
754,646,4,2017-3-6,2017-3-7,2017-3-8,1,2
914,1068,4,2017-5-28,2017-5-31,2017-5-31,1,2
1131,1178,4,2017-9-18,2017-9-20,2017-9-19,1,3
1252,110,4,2017-11-18,2017-11-20,2017-11-21,1,3
746,391,4,2017-3-2,2017-3-4,2017-3-5,1,3
1320,244,4,2017-12-28,2017-12-30,2017-12-29,1,3
1141,1076,4,2017-9-22,2017-9-23,2017-9-24,1,2
907,120,4,2017-5-24,2017-5-26,2017-5-27,1,2
1275,165,4,2017-11-29,2017-12-1,2017-11-30,1,2
1225,768,4,2017-11-4,2017-11-5,2017-11-7,1,2
653,1249,4,2017-1-14,2017-1-17,2017-1-15,1,2
679,81,4,2017-1-29,2017-1-30,2017-1-30,1,3
1040,1225,4,2017-8-4,2017-8-7,2017-8-5,1,2
1194,192,4,2017-10-19,2017-10-22,2017-10-22,1,2
1160,1262,4,2017-10-1,2017-10-2,2017-10-4,1,2
1268,774,4,2017-11-26,2017-11-28,2017-11-29,1,3
918,242,4,2017-5-30,2017-5-31,2017-5-31,1,3
875,386,4,2017-5-5,2017-5-6,2017-5-8,1,3
849,776,4,2017-4-19,2017-4-20,2017-4-21,1,2
958,1276,4,2017-6-18,2017-6-20,2017-6-19,1,2
850,1346,4,2017-4-19,2017-4-22,2017-4-22,1,3
1159,1221,4,2017-10-1,2017-10-2,2017-10-3,1,3
693,1233,4,2017-2-5,2017-2-7,2017-2-6,1,3
878,224,4,2017-5-7,2017-5-10,2017-5-9,1,3
1237,571,4,2017-11-9,2017-11-12,2017-11-11,1,2
824,993,4,2017-4-7,2017-4-9,2017-4-10,1,2
1317,418,4,2017-12-27,2017-12-28,2017-12-29,1,3
987,172,4,2017-7-2,2017-7-4,2017-7-4,1,2
1158,889,4,2017-10-1,2017-10-3,2017-10-2,1,2
764,701,4,2017-3-9,2017-3-10,2017-3-12,1,2
1248,1367,4,2017-11-16,2017-11-17,2017-11-18,1,3
646,975,4,2017-1-9,2017-1-12,2017-1-11,1,2
1307,1384,4,2017-12-22,2017-12-23,2017-12-25,1,2
1085,305,4,2017-8-21,2017-8-23,2017-8-23,1,3
783,1343,4,2017-3-16,2017-3-19,2017-3-17,1,2
1199,318,4,2017-10-23,2017-10-24,2017-10-26,1,2
996,915,4,2017-7-11,2017-7-12,2017-7-12,1,2
1092,40,4,2017-8-25,2017-8-28,2017-8-27,1,2
799,607,4,2017-3-27,2017-3-28,2017-3-29,1,3
962,570,4,2017-6-19,2017-6-22,2017-6-20,2,7
892,651,4,2017-5-15,2017-5-18,2017-5-17,2,7
1226,226,4,2017-11-4,2017-11-7,2017-11-6,2,7
1102,1317,4,2017-8-29,2017-8-31,2017-8-31,2,6
871,358,4,2017-5-2,2017-5-4,2017-5-3,2,7
1081,1106,4,2017-8-19,2017-8-22,2017-8-22,2,6
943,1025,4,2017-6-13,2017-6-15,2017-6-15,2,6
946,525,4,2017-6-14,2017-6-16,2017-6-15,2,6
739,49,4,2017-2-28,2017-3-1,2017-3-2,2,6
681,499,4,2017-1-29,2017-2-1,2017-1-31,2,7
1278,980,4,2017-12-1,2017-12-2,2017-12-4,2,7
959,650,4,2017-6-18,2017-6-21,2017-6-21,2,7
1053,1439,4,2017-8-10,2017-8-11,2017-8-12,2,6
665,29,4,2017-1-21,2017-1-22,2017-1-23,2,6
722,1399,4,2017-2-18,2017-2-20,2017-2-21,2,7
1097,1311,4,2017-8-27,2017-8-30,2017-8-28,2,6
836,455,4,2017-4-13,2017-4-16,2017-4-14,2,6
1001,354,4,2017-7-13,2017-7-16,2017-7-15,2,6
645,1199,4,2017-1-8,2017-1-11,2017-1-10,2,6
913,699,4,2017-5-27,2017-5-29,2017-5-29,2,6
1300,824,4,2017-12-15,2017-12-17,2017-12-17,2,6
1145,617,4,2017-9-25,2017-9-27,2017-9-26,2,6
1035,1283,4,2017-7-30,2017-8-2,2017-8-2,2,6
937,73,4,2017-6-11,2017-6-14,2017-6-13,2,7
1197,269,4,2017-10-21,2017-10-23,2017-10-23,2,6
1041,70,4,2017-8-4,2017-8-6,2017-8-5,2,7
1190,34,4,2017-10-16,2017-10-19,2017-10-17,2,6
873,829,4,2017-5-3,2017-5-5,2017-5-5,2,7
1207,1002,4,2017-10-26,2017-10-28,2017-10-27,2,6
724,864,4,2017-2-19,2017-2-22,2017-2-21,2,6
848,597,4,2017-4-18,2017-4-20,2017-4-20,2,7
834,890,4,2017-4-12,2017-4-13,2017-4-15,2,6
660,383,4,2017-1-18,2017-1-19,2017-1-19,2,7
661,626,4,2017-1-18,2017-1-19,2017-1-20,2,6
964,404,4,2017-6-20,2017-6-22,2017-6-22,2,7
820,725,4,2017-4-5,2017-4-8,2017-4-7,2,7
1216,886,4,2017-10-28,2017-10-30,2017-10-29,2,7
812,1164,4,2017-4-1,2017-4-2,2017-4-3,2,7
718,38,4,2017-2-16,2017-2-17,2017-2-17,2,7
1152,1244,4,2017-9-29,2017-10-2,2017-10-1,2,6
781,1018,4,2017-3-15,2017-3-16,2017-3-17,2,6
869,844,4,2017-5-1,2017-5-4,2017-5-2,2,7
978,1123,4,2017-6-26,2017-6-28,2017-6-27,2,6
989,1145,4,2017-7-2,2017-7-4,2017-7-3,2,6
733,832,4,2017-2-26,2017-3-1,2017-2-27,2,7
1228,1041,4,2017-11-4,2017-11-6,2017-11-6,2,6
806,234,4,2017-3-30,2017-3-31,2017-3-31,2,7
898,352,4,2017-5-20,2017-5-21,2017-5-22,2,6
1200,48,4,2017-10-23,2017-10-25,2017-10-26,2,6
1065,25,4,2017-8-17,2017-8-19,2017-8-19,2,7
776,490,4,2017-3-13,2017-3-15,2017-3-16,2,6
1271,734,4,2017-11-27,2017-11-30,2017-11-30,2,6
1254,1098,4,2017-11-18,2017-11-19,2017-11-19,2,7
1156,869,4,2017-9-30,2017-10-3,2017-10-3,2,7
1164,1067,4,2017-10-1,2017-10-2,2017-10-3,2,6
855,775,4,2017-4-22,2017-4-23,2017-4-25,2,6
999,590,4,2017-7-12,2017-7-13,2017-7-14,2,6
744,166,4,2017-3-1,2017-3-2,2017-3-2,2,7
841,428,4,2017-4-15,2017-4-18,2017-4-17,2,7
700,4,4,2017-2-7,2017-2-10,2017-2-8,2,6
827,666,4,2017-4-7,2017-4-10,2017-4-10,2,7
842,1133,4,2017-4-15,2017-4-18,2017-4-16,2,6
948,618,4,2017-6-15,2017-6-17,2017-6-17,2,6
1101,379,4,2017-8-29,2017-8-30,2017-8-30,2,7
743,137,4,2017-3-1,2017-3-4,2017-3-4,2,6
755,531,4,2017-3-6,2017-3-7,2017-3-7,2,6
1261,435,4,2017-11-23,2017-11-25,2017-11-24,2,7
1284,128,4,2017-12-4,2017-12-6,2017-12-7,2,7
857,1402,4,2017-4-24,2017-4-25,2017-4-26,2,7
1109,23,4,2017-9-3,2017-9-4,2017-9-4,2,6
689,884,4,2017-2-2,2017-2-3,2017-2-5,2,7
656,949,4,2017-1-16,2017-1-17,2017-1-18,2,7
826,45,4,2017-4-7,2017-4-10,2017-4-10,2,6
757,1336,4,2017-3-6,2017-3-8,2017-3-9,2,7
1274,1364,4,2017-11-28,2017-11-29,2017-12-1,2,7
994,419,4,2017-7-9,2017-7-11,2017-7-11,2,7
1165,652,4,2017-10-2,2017-10-3,2017-10-5,2,7
1083,1372,4,2017-8-20,2017-8-23,2017-8-23,2,6
1055,140,4,2017-8-12,2017-8-15,2017-8-15,2,6
866,1410,4,2017-4-29,2017-4-30,2017-5-1,2,6
817,301,4,2017-4-4,2017-4-5,2017-4-7,2,7
1057,456,4,2017-8-12,2017-8-15,2017-8-13,2,7
1208,1226,4,2017-10-26,2017-10-28,2017-10-27,2,7
1189,1090,4,2017-10-15,2017-10-17,2017-10-18,2,6
1203,1191,4,2017-10-25,2017-10-27,2017-10-26,2,7
932,804,4,2017-6-7,2017-6-8,2017-6-9,2,6
786,249,4,2017-3-18,2017-3-20,2017-3-19,2,6
1036,1442,4,2017-7-30,2017-8-1,2017-7-31,2,6
1183,216,4,2017-10-14,2017-10-17,2017-10-17,2,6
888,1038,4,2017-5-14,2017-5-16,2017-5-16,2,7
1308,713,4,2017-12-22,2017-12-24,2017-12-24,2,7
1202,593,4,2017-10-24,2017-10-25,2017-10-25,2,6
902,1278,4,2017-5-21,2017-5-24,2017-5-22,2,6
1241,1170,4,2017-11-10,2017-11-12,2017-11-11,2,7
1032,429,4,2017-7-30,2017-8-2,2017-8-1,2,6
1118,1023,4,2017-9-8,2017-9-11,2017-9-11,2,6
846,715,4,2017-4-17,2017-4-19,2017-4-19,2,6
773,1385,4,2017-3-11,2017-3-12,2017-3-12,2,6
1022,353,4,2017-7-23,2017-7-26,2017-7-24,2,7
669,745,4,2017-1-23,2017-1-24,2017-1-26,2,7
998,219,4,2017-7-12,2017-7-13,2017-7-14,2,7
1077,412,4,2017-8-19,2017-8-20,2017-8-21,2,6
1290,967,4,2017-12-8,2017-12-10,2017-12-10,2,6
1043,1235,4,2017-8-6,2017-8-9,2017-8-8,2,6
715,12,3,2017-2-15,2017-2-15,NULL,2,6
997,485,4,2017-7-11,2017-7-13,2017-7-14,2,7
931,631,4,2017-6-7,2017-6-8,2017-6-8,2,6
1292,285,4,2017-12-10,2017-12-13,2017-12-11,2,6
686,380,4,2017-2-1,2017-2-3,2017-2-4,2,7
1264,113,4,2017-11-24,2017-11-27,2017-11-25,2,6
1238,998,4,2017-11-9,2017-11-10,2017-11-11,2,6
865,974,4,2017-4-29,2017-5-2,2017-5-1,2,6
736,184,4,2017-2-27,2017-2-28,2017-2-28,2,7
1281,1060,4,2017-12-2,2017-12-5,2017-12-5,2,6
768,841,4,2017-3-9,2017-3-12,2017-3-10,2,7
1265,950,4,2017-11-24,2017-11-27,2017-11-27,2,7
1034,895,4,2017-7-30,2017-7-31,2017-7-31,2,7
1052,460,4,2017-8-10,2017-8-12,2017-8-13,2,6
1244,333,4,2017-11-12,2017-11-14,2017-11-13,2,6
651,190,4,2017-1-11,2017-1-13,2017-1-13,2,7
956,1184,4,2017-6-17,2017-6-19,2017-6-20,2,6
1236,243,4,2017-11-8,2017-11-11,2017-11-9,2,7
648,684,4,2017-1-9,2017-1-11,2017-1-11,2,6
814,629,4,2017-4-2,2017-4-5,2017-4-3,2,7
1070,596,4,2017-8-17,2017-8-20,2017-8-18,2,7
1257,1136,4,2017-11-19,2017-11-22,2017-11-20,2,7
1188,647,4,2017-10-15,2017-10-18,2017-10-17,2,7
950,142,4,2017-6-16,2017-6-19,2017-6-18,2,6
874,661,4,2017-5-4,2017-5-5,2017-5-6,2,7
1182,1422,4,2017-10-13,2017-10-14,2017-10-16,2,7
705,1196,4,2017-2-8,2017-2-11,2017-2-11,2,7
945,167,4,2017-6-14,2017-6-15,2017-6-16,2,7
1267,467,4,2017-11-25,2017-11-26,2017-11-26,2,6
973,238,4,2017-6-24,2017-6-27,2017-6-27,2,6
800,1057,4,2017-3-27,2017-3-29,2017-3-28,2,6
752,335,4,2017-3-5,2017-3-6,2017-3-7,2,6
753,1201,4,2017-3-5,2017-3-8,2017-3-8,2,7
831,1000,4,2017-4-11,2017-4-12,2017-4-12,2,7
1153,720,4,2017-9-30,2017-10-3,2017-10-3,2,7
723,845,4,2017-2-19,2017-2-21,2017-2-22,2,6
1206,222,4,2017-10-26,2017-10-29,2017-10-29,2,6
844,1436,4,2017-4-16,2017-4-17,2017-4-18,2,6
983,1158,4,2017-6-27,2017-6-28,2017-6-29,2,6
1103,1394,4,2017-8-31,2017-9-2,2017-9-2,2,7
1220,803,4,2017-10-31,2017-11-3,2017-11-3,2,6
1215,807,4,2017-10-28,2017-10-31,2017-10-30,2,7
637,512,4,2017-1-3,2017-1-5,2017-1-5,2,6
760,1104,4,2017-3-7,2017-3-10,2017-3-10,2,6
809,1222,4,2017-3-31,2017-4-3,2017-4-3,2,7
1027,588,4,2017-7-26,2017-7-28,2017-7-28,2,6
1127,494,4,2017-9-15,2017-9-16,2017-9-16,2,7
639,550,4,2017-1-6,2017-1-7,2017-1-7,2,6
1115,1100,4,2017-9-7,2017-9-9,2017-9-9,2,6
694,58,4,2017-2-5,2017-2-6,2017-2-8,2,7
925,1316,4,2017-6-2,2017-6-5,2017-6-3,2,7
843,1059,4,2017-4-16,2017-4-17,2017-4-19,2,7
1311,1021,4,2017-12-24,2017-12-26,2017-12-27,2,6
659,1391,4,2017-1-17,2017-1-19,2017-1-18,2,7
1270,1388,4,2017-11-26,2017-11-29,2017-11-29,2,6
789,772,4,2017-3-19,2017-3-20,2017-3-20,2,6
737,694,4,2017-2-27,2017-3-1,2017-2-28,2,6
1006,1070,4,2017-7-15,2017-7-18,2017-7-17,2,7
1017,168,4,2017-7-20,2017-7-21,2017-7-23,2,6
821,1181,4,2017-4-5,2017-4-7,2017-4-8,2,7
644,439,4,2017-1-8,2017-1-11,2017-1-10,2,6
1239,1197,4,2017-11-9,2017-11-10,2017-11-11,2,7
671,922,4,2017-1-25,2017-1-28,2017-1-26,2,7
720,382,4,2017-2-16,2017-2-19,2017-2-19,2,6
851,1139,4,2017-4-20,2017-4-21,2017-4-22,2,6
1235,210,4,2017-11-7,2017-11-8,2017-11-9,2,6
915,215,4,2017-5-28,2017-5-30,2017-5-30,2,6
1162,888,4,2017-10-1,2017-10-3,2017-10-3,2,6
1037,1229,4,2017-7-31,2017-8-2,2017-8-3,2,6
1217,1155,4,2017-10-28,2017-10-31,2017-10-30,2,7
792,479,4,2017-3-22,2017-3-23,2017-3-24,2,6
1019,408,4,2017-7-22,2017-7-23,2017-7-24,2,7
1170,534,4,2017-10-5,2017-10-7,2017-10-6,2,6
1172,1339,4,2017-10-7,2017-10-10,2017-10-9,2,7
1116,52,4,2017-9-8,2017-9-10,2017-9-10,2,7
1056,325,4,2017-8-12,2017-8-15,2017-8-13,2,7
1042,539,4,2017-8-6,2017-8-7,2017-8-7,2,7
1198,1289,4,2017-10-22,2017-10-24,2017-10-24,2,7
1272,935,4,2017-11-27,2017-11-29,2017-11-30,2,6
1010,8,3,2017-7-18,2017-7-18,NULL,2,7
934,93,4,2017-6-9,2017-6-10,2017-6-12,2,7
675,291,4,2017-1-28,2017-1-31,2017-1-30,2,7
988,436,4,2017-7-2,2017-7-4,2017-7-5,2,6
858,162,4,2017-4-25,2017-4-27,2017-4-28,2,6
793,653,4,2017-3-23,2017-3-24,2017-3-24,2,6
805,420,4,2017-3-29,2017-3-30,2017-4-1,2,6
688,343,4,2017-2-2,2017-2-3,2017-2-5,2,7
979,1190,4,2017-6-26,2017-6-29,2017-6-27,2,6
1123,598,4,2017-9-13,2017-9-14,2017-9-14,2,7
642,847,4,2017-1-7,2017-1-9,2017-1-10,2,7
1306,28,4,2017-12-20,2017-12-21,2017-12-22,2,6
682,614,4,2017-1-29,2017-1-30,2017-1-30,2,6
1214,783,4,2017-10-28,2017-10-29,2017-10-29,2,6
965,457,4,2017-6-20,2017-6-22,2017-6-23,2,6
908,402,4,2017-5-25,2017-5-28,2017-5-27,2,7
1184,369,4,2017-10-14,2017-10-15,2017-10-16,2,6
1112,798,4,2017-9-5,2017-9-8,2017-9-7,2,7
1110,912,4,2017-9-4,2017-9-7,2017-9-7,2,6
707,79,4,2017-2-9,2017-2-11,2017-2-11,2,7
795,992,4,2017-3-23,2017-3-25,2017-3-26,2,7
749,255,4,2017-3-4,2017-3-7,2017-3-5,2,7
1107,1424,4,2017-9-2,2017-9-5,2017-9-5,2,7
1013,174,4,2017-7-19,2017-7-22,2017-7-21,2,6
830,431,4,2017-4-11,2017-4-14,2017-4-12,2,6
704,1137,4,2017-2-8,2017-2-9,2017-2-11,2,6
1168,1031,4,2017-10-4,2017-10-5,2017-10-6,2,6
1266,387,4,2017-11-25,2017-11-28,2017-11-27,2,6
695,606,4,2017-2-5,2017-2-8,2017-2-7,2,7
942,537,4,2017-6-13,2017-6-16,2017-6-15,2,6
1227,702,4,2017-11-4,2017-11-7,2017-11-6,2,6
1120,1269,4,2017-9-10,2017-9-12,2017-9-13,2,7
863,446,4,2017-4-28,2017-4-30,2017-5-1,2,7
1246,1329,4,2017-11-13,2017-11-16,2017-11-16,2,7
887,1195,4,2017-5-13,2017-5-15,2017-5-15,2,6
1233,462,4,2017-11-6,2017-11-7,2017-11-8,2,6
745,698,4,2017-3-1,2017-3-3,2017-3-3,2,7
1114,1036,4,2017-9-6,2017-9-8,2017-9-8,2,6
916,718,4,2017-5-28,2017-5-29,2017-5-29,2,6
1121,143,4,2017-9-11,2017-9-13,2017-9-12,2,7
938,129,4,2017-6-11,2017-6-12,2017-6-12,2,6
676,790,4,2017-1-28,2017-1-30,2017-1-31,2,7
884,871,4,2017-5-11,2017-5-13,2017-5-12,2,7
710,295,4,2017-2-13,2017-2-15,2017-2-16,2,6
1136,1050,4,2017-9-20,2017-9-21,2017-9-21,2,6
670,361,4,2017-1-24,2017-1-25,2017-1-25,2,6
936,265,4,2017-6-10,2017-6-13,2017-6-12,2,6
774,690,4,2017-3-12,2017-3-14,2017-3-14,2,6
709,1162,4,2017-2-11,2017-2-13,2017-2-12,2,6
658,1051,4,2017-1-17,2017-1-18,2017-1-18,2,7
837,948,4,2017-4-13,2017-4-16,2017-4-14,2,7
967,1323,4,2017-6-21,2017-6-24,2017-6-24,2,6
877,784,4,2017-5-6,2017-5-7,2017-5-8,2,6
1014,748,4,2017-7-19,2017-7-21,2017-7-21,2,6
1260,1117,4,2017-11-22,2017-11-23,2017-11-24,2,6
685,976,4,2017-1-31,2017-2-3,2017-2-2,2,7
1125,945,4,2017-9-14,2017-9-15,2017-9-15,2,7
1149,787,4,2017-9-27,2017-9-30,2017-9-30,2,7
1283,85,4,2017-12-4,2017-12-7,2017-12-7,2,7
970,836,4,2017-6-22,2017-6-25,2017-6-23,2,7
1211,19,4,2017-10-27,2017-10-28,2017-10-29,2,7
714,805,4,2017-2-14,2017-2-17,2017-2-15,2,7
972,270,4,2017-6-23,2017-6-24,2017-6-25,2,7
716,672,4,2017-2-15,2017-2-17,2017-2-18,2,6
683,741,4,2017-1-29,2017-1-31,2017-2-1,2,6
890,171,4,2017-5-15,2017-5-18,2017-5-18,2,6
1054,189,4,2017-8-11,2017-8-12,2017-8-12,2,7
1223,1207,4,2017-11-2,2017-11-3,2017-11-3,2,6
822,294,4,2017-4-6,2017-4-8,2017-4-9,2,7
860,473,4,2017-4-27,2017-4-29,2017-4-28,2,7
769,946,4,2017-3-9,2017-3-11,2017-3-11,2,6
677,809,4,2017-1-28,2017-1-31,2017-1-30,2,7
990,706,4,2017-7-4,2017-7-7,2017-7-7,2,7
1173,548,4,2017-10-8,2017-10-10,2017-10-9,2,7
1086,220,4,2017-8-21,2017-8-23,2017-8-24,2,7
1231,1180,4,2017-11-5,2017-11-7,2017-11-6,2,6
1079,812,4,2017-8-19,2017-8-20,2017-8-20,2,7
732,147,4,2017-2-26,2017-2-27,2017-3-1,2,7
1113,388,4,2017-9-6,2017-9-8,2017-9-7,2,7
986,556,4,2017-6-30,2017-7-3,2017-7-1,2,7
1080,1086,4,2017-8-19,2017-8-20,2017-8-20,2,7
1282,320,4,2017-12-3,2017-12-5,2017-12-5,2,6
1279,1014,4,2017-12-1,2017-12-4,2017-12-3,2,6
674,733,4,2017-1-27,2017-1-28,2017-1-29,2,6
1015,799,4,2017-7-19,2017-7-22,2017-7-21,2,7
1163,934,4,2017-10-1,2017-10-2,2017-10-2,2,6
1073,911,4,2017-8-18,2017-8-19,2017-8-21,2,7
1004,1389,4,2017-7-14,2017-7-17,2017-7-16,2,6
968,1403,4,2017-6-21,2017-6-23,2017-6-23,2,6
903,179,4,2017-5-22,2017-5-23,2017-5-24,2,7
672,908,4,2017-1-26,2017-1-29,2017-1-29,2,6
954,611,4,2017-6-17,2017-6-20,2017-6-20,2,6
1135,1347,4,2017-9-19,2017-9-21,2017-9-20,2,6
1249,545,4,2017-11-17,2017-11-18,2017-11-20,2,6
797,374,4,2017-3-24,2017-3-26,2017-3-26,2,7
1230,1107,4,2017-11-5,2017-11-6,2017-11-7,2,6
779,367,4,2017-3-15,2017-3-16,2017-3-18,2,6
1025,1304,4,2017-7-23,2017-7-26,2017-7-26,2,6
1273,1268,4,2017-11-27,2017-11-29,2017-11-29,2,6
818,1319,4,2017-4-4,2017-4-7,2017-4-7,2,6
1161,41,4,2017-10-1,2017-10-4,2017-10-2,2,7
664,681,4,2017-1-20,2017-1-23,2017-1-22,2,7
1253,44,4,2017-11-18,2017-11-21,2017-11-21,2,6
1258,1099,4,2017-11-20,2017-11-21,2017-11-22,2,7
1005,266,4,2017-7-15,2017-7-17,2017-7-16,2,7
1166,286,4,2017-10-3,2017-10-4,2017-10-4,2,7
960,1390,4,2017-6-18,2017-6-19,2017-6-19,2,7
1104,268,4,2017-9-1,2017-9-4,2017-9-3,2,6
1007,1115,4,2017-7-16,2017-7-17,2017-7-17,2,6
1021,125,4,2017-7-23,2017-7-24,2017-7-26,2,6
1154,789,4,2017-9-30,2017-10-3,2017-10-3,2,7
1285,262,4,2017-12-4,2017-12-7,2017-12-7,2,7
1024,837,4,2017-7-23,2017-7-25,2017-7-26,2,7
1106,1009,4,2017-9-2,2017-9-4,2017-9-4,2,6
910,342,4,2017-5-26,2017-5-28,2017-5-28,2,7
684,762,4,2017-1-31,2017-2-1,2017-2-2,2,6
1076,42,4,2017-8-19,2017-8-22,2017-8-22,2,6
1061,655,4,2017-8-15,2017-8-18,2017-8-18,2,7
895,857,4,2017-5-18,2017-5-21,2017-5-19,2,6
953,658,4,2017-6-16,2017-6-18,2017-6-17,2,7
1263,1408,4,2017-11-23,2017-11-26,2017-11-26,2,6
1128,936,4,2017-9-15,2017-9-17,2017-9-16,2,6
791,432,4,2017-3-20,2017-3-22,2017-3-23,2,6
905,609,4,2017-5-23,2017-5-26,2017-5-24,2,6
879,214,4,2017-5-8,2017-5-9,2017-5-9,2,7
